Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
ADSL1	adenylosuccinate lyase	dcamp[c]  -> amp[c] + fum[c] 	(158.1) or (158.2)	0	  0.00	1000.00	  0.00
ADSL2	adenylosuccinate lyase	25aics[c]  -> fum[c] + aicar[c] 	(158.1) or (158.2)	0	  0.00	1000.00	  0.00
ADSS	adenylosuccinate synthase	asp_L[c] + gtp[c] + imp[c]  -> 2 h[c] + pi[c] + gdp[c] + dcamp[c] 	(159.1) or (122622.1) or (122622.2)	0	  0.00	1000.00	  0.00
AGDC	N-acetylglucosamine-6-phosphate deacetylase	h2o[c] + acgam6p[c]  -> gam6p[c] + ac[c] 	(51005.1)	0	  0.00	1000.00	  0.00
AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	Rtotal2coa[c] + alpa_hs[c]  -> coa[c] + pa_hs[c] 	(10555.1) or (137964.1) or (56895.1) or (56894.2) or (56894.1) or (55326.1) or (10554.1)	0	  0.00	1000.00	  0.00
AHC	adenosylhomocysteinase	h2o[c] + ahcys[c]  <=> adn[c] + hcys_L[c] 	(191.1) or (10768.2) or (10768.1)	1	-1000.00	1000.00	  0.00
AHCYStr	S-Adenosyl-L-homocysteine intracellular diffusion	ahcys[c]  <=> ahcys[r] 		1	-1000.00	1000.00	  0.00
AHEXASE2ly	beta-N-acetylhexosaminidase, lysosomal	3 h2o[l] + n2m2nmn[l]  -> m2mn[l] + 3 acgam[l] 	(3074.1) or (3073.1) or (3073.1 and 3074.1)	0	  0.00	1000.00	  0.00
AHEXASEly	beta-N-acetylhexosaminidase, lysosomal	2 h2o[l] + n2m2mn[l]  -> m2mn[l] + 2 acgam[l] 	(3073.1) or (3074.1) or (3073.1 and 3074.1)	0	  0.00	1000.00	  0.00
AICART	phosphoribosylaminoimidazolecarboxamide formyltransferase	10fthf[c] + aicar[c]  <=> fprica[c] + thf[c] 	(471.1)	1	-1000.00	1000.00	  0.00
AIRCr	phosphoribosylaminoimidazole carboxylase	co2[c] + air[c]  <=> h[c] + 5aizc[c] 	(10606.1)	1	-1000.00	1000.00	  0.00
AK2LGCHOLt	1-alkyl 2-acylglycerol 3-phosphocholine transport	ak2lgchol_hs[e]  <=> ak2lgchol_hs[c] 		1	-1000.00	1000.00	  0.00
AKGDm	2-oxoglutarate dehydrogenase	akg[m] + coa[m] + nad[m]  -> co2[m] + nadh[m] + succoa[m] 	(4967.2) and (1738.1 and 8050.1) and (1743.1) or (4967.1) and (1738.1 and 8050.1) and (1743.1)	0	  0.00	1000.00	  0.00
AKGMALtm	alpha-ketoglutarate/malate transporter	akg[m] + mal_L[c]  <=> akg[c] + mal_L[m] 	(8402.1)	1	-1000.00	1000.00	  0.00
AKGtp	AKG transporter, peroxisome	akg[c]  <=> akg[x] 		1	-1000.00	1000.00	  0.00
AKR1C1	aldo-keto reductase family 1, member C1 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)	h[c] + nadph[c] + prgstrn[c]  -> nadp[c] + aprgstrn[c] 	(1645.1)	0	  0.00	1000.00	  0.00
ALACYSNaEx	L-alanine/L-cysteine Na-dependent exchange (Ala-L in)	na1[e] + ala_L[e] + cys_L[c]  -> na1[c] + ala_L[c] + cys_L[e] 	(6509.1) or (6510.1)	0	  0.00	1000.00	  0.00
ALAR	alanine racemase	ala_L[c]  <=> ala_D[c] 	(11212.1)	1	-1000.00	1000.00	  0.00
ALASERNaEx	L-alanine/L-serine Na-dependent exchange (Ala-L in)	na1[e] + ala_L[e] + ser_L[c]  -> na1[c] + ala_L[c] + ser_L[e] 	(6509.1) or (6510.1)	0	  0.00	1000.00	  0.00
ALASm	5-aminolevulinate synthase	h[m] + gly[m] + succoa[m]  -> coa[m] + co2[m] + 5aop[m] 	(212.1) or (23464.1) or (211.2) or (211.1)	0	  0.00	1000.00	  0.00
ALAt4	Alanine-Sodium symporter	na1[e] + ala_L[e]  -> na1[c] + ala_L[c] 	(54407.1) or (6542.1) or (11254.1) or (6541.1) or (81539.1) or (55089.1) or (84889.1)	0	  0.00	1000.00	  0.00
ALATA_L	L-alanine transaminase	akg[c] + ala_L[c]  <=> pyr[c] + glu_L[c] 	(2875.1) or (84706.1)	1	-1000.00	1000.00	  0.00
ALATHRNaEx	L-alanine/L-threonine Na-dependent exchange (Ala-L in)	na1[e] + ala_L[e] + thr_L[c]  -> na1[c] + ala_L[c] + thr_L[e] 	(6509.1) or (6510.1)	0	  0.00	1000.00	  0.00
ALAtN1	Alanine transport (Na, H coupled)	h[c] + 2 na1[e] + ala_L[e]  <=> h[e] + 2 na1[c] + ala_L[c] 	(92745.1) or (10991.1)	1	-1000.00	1000.00	  0.00
ALCD1	alcohol dehydrogenase (methanol)	nad[c] + meoh[c]  <=> h[c] + nadh[c] + fald[c] 	(124.1) or (131.1) or (130.1) or (125.1 and 124.1) or (125.1 and 126.1) or (128.1) or (127.1) or (126.1 and 124.1) or (125.1) or (137872.1) or (284273.1) or (126.1) or (284273.2)	1	-1000.00	1000.00	  0.00
ALCD21_D	alcohol dehydrogenase (D-1,2-propanediol)	nad[c] + 12ppd_R[c]  -> h[c] + nadh[c] + lald_D[c] 	(127.1) or (284273.2) or (125.1) or (128.1) or (131.1) or (125.1 and 124.1) or (124.1) or (130.1) or (137872.1) or (125.1 and 126.1) or (126.1 and 124.1) or (284273.1) or (126.1)	0	  0.00	1000.00	  0.00
ALCD21_L	alcohol dehydrogenase (L-1,2-propanediol)	nad[c] + 12ppd_S[c]  -> h[c] + nadh[c] + lald_L[c] 	(130.1) or (125.1) or (125.1 and 124.1) or (128.1) or (126.1) or (284273.2) or (137872.1) or (127.1) or (124.1) or (126.1 and 124.1) or (284273.1) or (125.1 and 126.1) or (131.1)	0	  0.00	1000.00	  0.00
ALCD22_D	alcohol dehydrogenase (D-lactaldehyde)	nad[c] + lald_D[c]  -> h[c] + nadh[c] + mthgxl[c] 	(126.1) or (137872.1) or (126.1 and 124.1) or (127.1) or (130.1) or (284273.1) or (125.1 and 124.1) or (128.1) or (124.1) or (125.1) or (284273.2) or (131.1) or (125.1 and 126.1)	0	  0.00	1000.00	  0.00
ALCD22_L	alcohol dehydrogenase (L-lactaldehyde)	nad[c] + lald_L[c]  -> h[c] + nadh[c] + mthgxl[c] 	(126.1) or (137872.1) or (126.1 and 124.1) or (127.1) or (130.1) or (284273.1) or (125.1 and 124.1) or (128.1) or (124.1) or (125.1) or (284273.2) or (131.1) or (125.1 and 126.1)	0	  0.00	1000.00	  0.00
ALCD2if	alcohol dehydrogenase, forward rxn (ethanol -> acetaldehyde)	nad[c] + etoh[c]  -> h[c] + nadh[c] + acald[c] 	(125.1 and 126.1) or (137872.1) or (125.1 and 124.1) or (127.1) or (130.1) or (284273.1) or (126.1) or (124.1) or (128.1) or (125.1) or (126.1) or (284273.2) or (131.1) or (126.1 and 124.1)	0	  0.00	1000.00	  0.00
ALCD2yf	alcohol dehydrogenase (ethanol, NADP), forward reaction	nadp[c] + etoh[c]  -> h[c] + nadph[c] + acald[c] 	(10327.1) or (10327.2)	0	  0.00	1000.00	  0.00
ALDD2x	aldehyde dehydrogenase (acetaldehyde, NAD)	h2o[c] + nad[c] + acald[c]  -> 2 h[c] + nadh[c] + ac[c] 	(218.1) or (501.1) or (8854.2) or (224.1) or (222.1) or (8854.1) or (221.1) or (216.1) or (8854.3) or (223.1) or (220.1)	0	  0.00	1000.00	  0.00
ALDD2xm	aldehyde dehydrogenase (acetylaldehyde, NAD), mitochondrial	h2o[m] + nad[m] + acald[m]  -> 2 h[m] + nadh[m] + ac[m] 	(219.1) or (217.1)	0	  0.00	1000.00	  0.00
ALDD2y	aldehyde dehydrogenase (acetaldehyde, NADP)	h2o[c] + nadp[c] + acald[c]  -> 2 h[c] + nadph[c] + ac[c] 	(223.1) or (221.1) or (218.1) or (8854.1) or (8854.3) or (222.1) or (8854.2) or (224.1)	0	  0.00	1000.00	  0.00
ALOX5	Arachidonate 5-lipoxygenase	o2[c] + arachd[c]  -> 5HPET[c] 	(240.1)	0	  0.00	1000.00	  0.00
ALOX52	Arachidonate 5-lipoxygenase	5HPET[c]  -> h2o[c] + leuktrA4[c] 	(240.1)	0	  0.00	1000.00	  0.00
ALR2	aldose reductase (methylglyoxal)	h[c] + nadph[c] + mthgxl[c]  -> nadp[c] + acetol[c] 	(10327.2) or (8574.1) or (10327.1) or (231.1)	0	  0.00	1000.00	  0.00
ALR3	aldose reductase (acetol)	h[c] + nadph[c] + acetol[c]  -> nadp[c] + 12ppd_S[c] 	(10327.2) or (8574.1) or (10327.1) or (231.1)	0	  0.00	1000.00	  0.00
AMANK	N-acetyl-D-mannosamine kinase	atp[c] + acmana[c]  -> adp[c] + h[c] + acmanap[c] 	(10020.1) or (55577.1)	0	  0.00	1000.00	  0.00
AMETr	S-Adenosyl-L-methionine intracellular diffusion	amet[c]  <=> amet[r] 		1	-1000.00	1000.00	  0.00
AMPDA	Adenosine monophosphate deaminase	h2o[c] + h[c] + amp[c]  -> nh4[c] + imp[c] 	(271.2) or (270.1) or (271.1) or (272.1) or (271.3)	0	  0.00	1000.00	  0.00
AMPtp	AMP transporter, peroxisome	amp[c]  <=> amp[x] 		1	-1000.00	1000.00	  0.00
AMY1e	alpha-amylase, extracellular (strch1 -> strch2)	8 h2o[e] + strch1[e]  -> 8 glc_D[e] + strch2[e] 	(6520.1) or (280.1) or (278.1) or (276.1) or (277.1) or (6519.1 and 11136.1) or (276.2) or (279.1)	0	  0.00	1000.00	  0.00
AMY2e	alpha-amylase, extracellular (glygn2 -> glygn4)	8 h2o[e] + glygn2[e]  -> 8 glc_D[e] + glygn4[e] 	(6520.1) or (280.1) or (278.1) or (276.1) or (277.1) or (6519.1 and 11136.1) or (276.2) or (279.1)	0	  0.00	1000.00	  0.00
APAT2rm	3-Aminopropanoate:2-oxoglutarate aminotransferase (m)	akg[m] + ala_B[m]  <=> glu_L[m] + msa[m] 	(18.1) or (18.2)	1	-1000.00	1000.00	  0.00
APNNOXte	xenobiotic transport	apnnox[e]  <=> apnnox[c] 		1	-1000.00	1000.00	  0.00
APOCF	Apocarboxylase formation	apoC[c] + lys_L[c]  -> h2o[c] + h[c] + apoC_Lys[c] 		0	  0.00	1000.00	  0.00
APOCFm	Apocarboxylase formation, mitochondrial	apoC[m] + lys_L[m]  -> h[m] + h2o[m] + apoC_Lys[m] 		0	  0.00	1000.00	  0.00
APOC_LYS_BTNP	proteolysis of apoC-Lys-btn	h2o[c] + apoC_Lys_btn[c]  -> apoC[c] + biocyt[c] 		0	  0.00	1000.00	  0.00
APOC_LYS_BTNPm	proteolysis of apoC-Lys-btn, mitochondrial	h2o[m] + apoC_Lys_btn[m]  -> apoC[m] + biocyt[m] 		0	  0.00	1000.00	  0.00
APPNNte	xenobiotic transport	appnn[e]  <=> appnn[c] 		1	-1000.00	1000.00	  0.00
APRGSTRNte	hydroxyprogesterone transport	aprgstrn[e]  <=> aprgstrn[c] 		1	-1000.00	1000.00	  0.00
ARAB_Lt	L-arabinoase extracellular transport	arab_L[e]  <=> arab_L[c] 		1	-1000.00	1000.00	  0.00
ARABR	arabinose reductase	h[c] + nadph[c] + arab_L[c]  -> nadp[c] + abt[c] 	(10327.2) or (8574.1) or (10327.1) or (231.1)	0	  0.00	1000.00	  0.00
ARACHCOAtx	fatty acid intracellular transport	arachcoa[c]  <=> arachcoa[x] 		1	-1000.00	1000.00	  0.00
ARACHCPT1	carnitine transferase	crn[c] + arachcoa[c]  -> coa[c] + arachcrn[c] 	(1375.3) or (1374.1) or (1375.2) or (1375.4) or (1375.1) or (126129.1)	0	  0.00	1000.00	  0.00
ARACHCPT2	carnitine transferase	coa[m] + arachcrn[m]  -> crn[m] + arachcoa[m] 	(1376.1)	0	  0.00	1000.00	  0.00
ARACHCRNt	transport into the mitochondria (carnitine)	arachcrn[c]  -> arachcrn[m] 	(788.1)	0	  0.00	1000.00	  0.00
ARACHDCOAtx	fatty acid intracellular transport	arachdcoa[c]  <=> arachdcoa[x] 		1	-1000.00	1000.00	  0.00
ARACHDt2	fatty acid transport via diffusion	arachd[e]  <=> arachd[c] 		1	-1000.00	1000.00	  0.00
ARACHDtr	intracellular transport	arachd[c]  <=> arachd[r] 		1	-1000.00	1000.00	  0.00
ARACHt	fatty acid transport via diffusion	arach[e]  <=> arach[c] 		1	-1000.00	1000.00	  0.00
ARGLYSex	Arginine/Lysine exchanger (Arg in)	lys_L[c] + arg_L[e]  -> arg_L[c] + lys_L[e] 	(9057.1 and 6520.1)	0	  0.00	1000.00	  0.00
ARGSL	argininosuccinate lyase	argsuc[c]  <=> fum[c] + arg_L[c] 	(435.1)	1	-1000.00	1000.00	  0.00
ARGSS	argininosuccinate synthase	atp[c] + asp_L[c] + citr_L[c]  -> h[c] + amp[c] + ppi[c] + argsuc[c] 	(445.1) or (445.2)	0	  0.00	1000.00	  0.00
ARGtiDF	L-arginine transport via diffusion (extracellular to cytosol)	arg_L[e]  -> arg_L[c] 	(6541.1) or (6542.1) or (55089.1) or (84889.1)	0	  0.00	1000.00	  0.00
ARTCOAL1	R group coenzyme a ligase	h2o[c] + Rtotalcoa[c]  -> h[c] + coa[c] + Rtotal[c] 		0	  0.00	1000.00	  0.00
ARTCOAL2	R group coenzyme a ligase	h2o[c] + Rtotal2coa[c]  -> h[c] + coa[c] + Rtotal2[c] 		0	  0.00	1000.00	  0.00
ARTCOAL3	R group coenzyme a ligase	h2o[c] + Rtotal3coa[c]  -> h[c] + coa[c] + Rtotal3[c] 		0	  0.00	1000.00	  0.00
R_group_phosphotase_1	R group phosphotase 1	atp[c] + coa[c] + Rtotal[c]  -> amp[c] + ppi[c] + Rtotalcoa[c] 		0	  0.00	1000.00	  0.00
R_group_phosphotase_2	R group phosphotase 2	atp[c] + coa[c] + Rtotal2[c]  -> amp[c] + ppi[c] + Rtotal2coa[c] 		0	  0.00	1000.00	  0.00
R_group_phosphotase_3	R group phosphotase 3	atp[c] + coa[c] + Rtotal3[c]  -> amp[c] + ppi[c] + Rtotal3coa[c] 		0	  0.00	1000.00	  0.00
ASAH1	N-acylsphingosine amidohydrolase	h2o[l] + crm_hs[l]  -> Rtotal[l] + sphings[l] 	(427.1) or (427.2)	0	  0.00	1000.00	  0.00
ASCBOX	ascorbic acid oxidase	3 h[c] + ascb_L[c] + 2 o2s[c]  -> 2 h2o2[c] + dhdascb[c] 		0	  0.00	1000.00	  0.00
ASCBt	L-ascorbate transport via facilitated diffusion	ascb_L[e]  <=> ascb_L[c] 		1	-1000.00	1000.00	  0.00
ASCBt4	L-ascorbate transport via proton symport	na1[e] + ascb_L[e]  <=> na1[c] + ascb_L[c] 	(9962.2) or (9963.1) or (9962.1) or (9963.2)	1	-1000.00	1000.00	  0.00
ASNS1	asparagine synthase (glutamine-hydrolysing)	h2o[c] + atp[c] + asp_L[c] + gln_L[c]  -> h[c] + glu_L[c] + amp[c] + ppi[c] + asn_L[c] 	(440.1) or (440.3) or (440.2)	0	  0.00	1000.00	  0.00
ASNt4	L-asparagine transport in via sodium symport	na1[e] + asn_L[e]  -> na1[c] + asn_L[c] 	(81539.1) or (11254.1) or (54407.1) or (55089.1)	0	  0.00	1000.00	  0.00
ASNtN1	Asparagine transport (Na, H coupled)	h[c] + 2 na1[e] + asn_L[e]  <=> h[e] + 2 na1[c] + asn_L[c] 	(92745.1) or (10991.1)	1	-1000.00	1000.00	  0.00
ASP1DC	aspartate 1-decarboxylase	h[c] + asp_L[c]  -> co2[c] + ala_B[c] 	(2571.1) or (2571.2)	0	  0.00	1000.00	  0.00
ASPCTr	aspartate carbamoyltransferase (reversible)	asp_L[c] + cbp[c]  <=> h[c] + pi[c] + cbasp[c] 	(790.1)	1	-1000.00	1000.00	  0.00
ASPDt6	D-aspartate transport via Na, H symport and K antiport	h[e] + 3 na1[e] + asp_D[e] + k[c]  -> h[c] + 3 na1[c] + asp_D[c] + k[e] 	(6511.1) or (6505.1) or (6507.1) or (6506.1) or (6512.1)	0	  0.00	1000.00	  0.00
ASPDxt	D-aspartate transport, peroxisomal	asp_D[x]  <=> asp_D[c] 		1	-1000.00	1000.00	  0.00
ASPGLUm	aspartate-glutamate mitochondrial shuttle	h[c] + glu_L[c] + asp_L[m]  <=> h[m] + glu_L[m] + asp_L[c] 	(8604.1) or (10165.1)	1	  0.00	1000.00	  0.00
ASPt6	L-aspartate transport via Na, H symport and K antiport	h[e] + 3 na1[e] + k[c] + asp_L[e]  -> h[c] + 3 na1[c] + asp_L[c] + k[e] 	(6511.1) or (6505.1) or (6507.1) or (6506.1) or (6512.1)	0	  0.00	1000.00	  0.00
ASPTA	aspartate transaminase	akg[c] + asp_L[c]  <=> glu_L[c] + oaa[c] 	(2805.1)	1	-1000.00	1000.00	  0.00
ASPTAm	aspartate transaminase	akg[m] + asp_L[m]  <=> glu_L[m] + oaa[m] 	(2806.1)	1	-1000.00	1000.00	  0.00
ATP1ter	ADP/ATP transporter, endoplasmic reticulum	atp[c] + adp[r]  <=> adp[c] + atp[r] 		1	-1000.00	1000.00	  0.00
ATP2ter	AMP/ATP transporter, endoplasmic reticulum	atp[c] + amp[r]  <=> amp[c] + atp[r] 		1	-1000.00	1000.00	  0.00
